ID,z1,z2,z3,z4,z5
Seq_4449,0.233,-0.448,-0.134,-0.493,0.037
Seq_4450,0.118,-0.262,-0.232,-0.388,0.002
Seq_4451,-0.126,-0.625,-0.217,-0.306,0.183
Seq_4452,-0.178,-0.623,-0.517,-0.399,0.183
Seq_4453,-0.129,-0.454,-0.145,-0.349,0.315
Seq_4454,0.331,-0.521,-0.277,-0.484,0.154
Seq_4455,0.055,-0.588,-0.196,-0.49,0.147
Seq_4456,0.06,-0.817,-0.277,-0.447,0.167
Seq_4457,-0.025,-0.625,-0.174,-0.389,0.072
Seq_4458,0.072,-0.859,-0.1,-0.434,0.191
Seq_4459,-0.365,-0.4,-0.084,-0.174,0.045
Seq_4460,0.43,-0.447,-0.347,-0.299,0.221
Seq_4461,0.185,-0.483,-0.021,-0.285,0.376
Seq_4462,0.384,-0.808,-0.314,-0.992,0.156
Seq_4463,0.342,-0.47,-0.282,-0.334,0.132
Seq_4464,0.243,-0.599,-0.124,-0.473,0.084
Seq_4465,0.219,-0.532,-0.332,-0.477,0.129
Seq_4466,0.064,-0.297,-0.302,-0.155,0.242
Seq_4467,0.054,-0.723,-0.238,-0.431,0.078
Seq_4468,0.045,-0.623,-0.271,-0.385,0.055
Seq_4469,0.152,-0.382,-0.174,-0.475,0.147
Seq_4470,0.09,-0.71,-0.413,-0.512,0.19
Seq_4471,0.314,-0.402,-0.182,-0.365,0.173
Seq_4472,-0.162,-0.589,-0.279,-0.207,0.324
Seq_4473,0.107,-0.539,-0.278,-0.489,0.131
Seq_4474,0.291,-0.693,-0.708,-0.511,0.097
Seq_4475,0.029,-0.426,-0.304,-0.33,0.095
Seq_4476,0.199,-0.526,-0.076,-0.6,-0.033
Seq_4477,0.215,-0.278,-0.067,-0.511,0.1
Seq_4478,-0.003,-0.27,-0.444,-0.427,0.106
Seq_4479,-0.05,-0.822,-0.322,-0.559,0.128
Seq_4480,0.17,-0.558,-0.22,-0.496,0.087
Seq_4481,0.091,-0.377,-0.151,-0.501,0.137
Seq_4482,0.056,-0.166,-0.117,-0.308,0.028
Seq_4483,0.346,-0.718,-0.002,-0.64,0.013
Seq_4484,0.078,-0.275,-0.354,-0.521,0.015
Seq_4485,0.03,-0.572,-0.359,-0.33,0.052
Seq_4486,0.087,-0.251,-0.21,-0.669,-0.027
Seq_4487,0.235,-0.602,0.06,-0.332,0.179
Seq_4488,-0.772,-1.026,-0.346,-0.496,0.189
Seq_4489,0.039,-0.36,-0.281,-0.42,0.152
Seq_4490,-0.524,-0.739,-0.057,-0.261,0.157
Seq_4491,0.337,-1.038,-0.058,-0.486,0.35
Seq_4492,0.337,-0.34,-0.282,-0.579,0.204
Seq_4493,0.039,-0.761,-0.136,-0.379,0.248
Seq_4494,-0.049,-0.581,-0.423,-0.383,0.051
Seq_4495,-0.108,-0.372,-0.365,-0.398,-0.078
Seq_4496,0.208,-0.452,-0.431,-0.384,0.113
Seq_4497,0.335,-0.567,-0.176,-0.592,0.07
Seq_4498,-0.005,-0.439,-0.467,-0.514,0.119
Seq_4499,-0.229,-0.579,-0.166,-0.253,0.299
Seq_4500,0.229,-0.398,-0.14,-0.398,0.183
Seq_4501,-0.025,-0.418,-0.384,-0.159,0.284
Seq_4502,0.079,-0.511,-0.291,-0.407,0.088
Seq_4503,0.406,-0.417,-0.404,-0.37,0.121
Seq_4504,0.352,-0.448,-0.081,-0.331,0.052
Seq_4505,0.365,-0.743,-0.238,-0.474,0.066
Seq_4506,0.121,-0.262,-0.199,-0.285,0.069
Seq_4507,0.073,-0.648,-0.333,-0.47,0.246
Seq_4508,0.081,-0.358,-0.281,-0.561,0.148
Seq_4509,-0.013,-0.484,-0.349,-0.496,0.125
Seq_4510,0.093,-0.644,-0.236,-0.455,0.083
Seq_4511,-0.252,-0.608,-0.519,-0.464,0.212
Seq_4512,-0.518,-0.676,-0.332,-0.28,0.269
Seq_4513,0.075,-0.404,-0.388,-0.353,0.133
Seq_4514,0.209,-0.317,-0.324,-0.351,0.078
Seq_4515,0.471,-0.562,-0.265,-0.374,0.062
Seq_4516,0.045,-0.25,0.031,-0.299,-0.047
Seq_4517,0.052,-0.157,-0.361,-0.431,0.107
Seq_4518,0.335,-0.394,-0.217,-0.428,-0.012
Seq_4519,0.02,0.017,-0.265,-0.391,0.064
Seq_4520,0.11,-0.6,-0.166,-0.321,0.138
Seq_4521,0.112,-0.599,-0.328,-0.559,0.176
Seq_4522,-0.057,-0.38,-0.362,-0.519,0.029
Seq_4523,-0.106,-0.031,-0.236,-0.335,0.087
Seq_4524,0.315,-0.081,-0.784,-0.297,0.089
Seq_4525,0.114,-0.978,-0.235,-0.543,0.098
Seq_4526,0.109,-0.023,-0.314,-0.361,-0.029
Seq_4527,0.078,-0.888,-0.271,-0.436,0.257
Seq_4528,0.093,-0.782,-0.217,-0.391,0.201
Seq_4529,-0.042,-0.273,-0.216,-0.328,0.137
Seq_4530,0.425,-0.888,-0.051,-0.426,0.071
Seq_4531,0.059,-0.681,-0.205,-0.37,0.121
Seq_4532,0.05,-0.515,-0.182,-0.417,0.105
Seq_4533,0.078,-0.668,-0.192,-0.513,0.133
Seq_4534,0.209,-0.179,-0.716,-0.047,0.123
Seq_4535,0.082,-0.517,-0.064,-0.297,0.167
Seq_4536,0.087,-0.64,-0.145,-0.322,0.146
Seq_4537,0.365,-0.38,-0.423,-0.527,0.107
Seq_4538,0.176,-0.696,-0.363,-0.545,0.277
Seq_4539,0.441,-0.526,-0.138,-0.864,0.193
Seq_4540,0.069,-0.085,-0.236,-0.311,0.063
Seq_4541,0.216,-0.494,-0.19,-0.501,0.168
Seq_4542,0.067,-0.402,-0.178,-0.408,0.035
Seq_4543,-0.175,-1.057,-0.428,-0.498,0.268
Seq_4544,-0.034,-0.619,-0.254,-0.389,0.168
Seq_4545,-0.078,-0.723,-0.267,-0.564,0.169
Seq_4546,0.301,-0.43,-0.174,-0.572,-0.017
Seq_4547,0.046,-0.564,-0.205,-0.461,0.061
Seq_4548,0.158,-0.506,-0.084,-0.419,0.053
Seq_4549,0.365,-0.439,-0.47,-0.539,-0.01
Seq_4550,0.573,-0.444,0.351,-0.332,-0.193
Seq_4551,0.647,-0.255,-0.395,-0.182,0.11
Seq_4552,0.045,-0.388,-0.232,-0.42,0.051
Seq_4553,0.257,-0.65,-0.224,-0.307,0.247
Seq_4554,0.33,-0.576,-0.36,-0.612,0.098
Seq_4555,0.244,-0.786,-0.42,-0.499,0.123
Seq_4556,0.264,-0.593,-0.661,-0.318,0.179
Seq_4557,0.083,-0.592,-0.355,-0.477,0.086
Seq_4558,0.004,-0.499,-0.133,-0.502,0.11
Seq_4559,0.12,-0.564,-0.316,-0.462,0.045
Seq_4560,0.07,-0.575,-0.339,-0.578,0.118
Seq_4561,0.304,-0.544,-0.285,-0.496,0.324
Seq_4562,0.115,-0.391,-0.272,-0.373,0.224
Seq_4563,0.171,-0.712,-0.221,-0.432,0.08
Seq_4564,0.466,-0.338,-0.182,-0.5,0.159
Seq_4565,0.206,-0.31,-0.133,-0.421,0.163
Seq_4566,-0.443,-0.453,0.02,-0.206,0.134
Seq_4567,0.134,-0.255,-0.287,-0.436,0.04
Seq_4568,-0.846,-1.077,-0.346,-0.397,0.177
Seq_4569,0.503,-0.314,-0.278,-0.338,0.191
Seq_4570,0.14,-0.297,-0.165,-0.452,0.099
Seq_4571,0.015,-0.593,-0.198,-0.435,0.102
Seq_4572,0.001,-0.616,-0.211,-0.448,0.113
Seq_4573,-0.1,-0.457,-0.16,-0.323,0.16
Seq_4574,0.455,-0.189,-0.364,-0.399,0.048
Seq_4575,0.067,-0.508,-0.493,-0.461,0.295
Seq_4576,0.244,-0.699,-0.252,-0.489,0.114
Seq_4577,0.319,-0.554,-0.773,-0.25,0.189
Seq_4578,-0.073,-0.971,0.059,-0.546,0.074
Seq_4579,-0.005,-0.77,-0.384,-0.65,0.185
Seq_4580,0.008,-0.494,-0.415,-0.456,0.083
Seq_4581,0.086,-1.172,-0.25,-0.509,0.278
Seq_4582,0.551,-0.446,-0.488,-0.544,0.299
Seq_4583,0.346,-0.311,-0.17,-0.397,0.237
Seq_4584,0.044,-0.487,-0.145,-0.44,0.032
Seq_4585,0.234,-0.27,-0.534,-0.376,-0.051
Seq_4586,0.084,-0.787,-0.495,-0.593,0.211
Seq_4587,0.151,-0.433,0.222,-0.518,0.002
Seq_4588,0.135,-0.343,-0.241,-0.407,0.207
Seq_4589,-0.067,-0.693,-0.163,-0.321,0.133
Seq_4590,0.177,-0.444,-0.415,-0.375,0.112
Seq_4591,0.208,-0.508,-0.216,-0.458,0.139
Seq_4592,0.293,-0.708,-0.405,-0.46,0.241
Seq_4593,0.193,-0.421,-0.447,-0.538,0.152
Seq_4594,0.056,-0.602,-0.096,-0.459,0.125
Seq_4595,0.36,-0.32,-0.38,-0.364,0.128
Seq_4596,-0.079,-0.669,-0.273,-0.187,0.226
Seq_4597,-0.054,-0.857,-0.178,-0.445,0.17
Seq_4598,0.049,-0.651,-0.316,-0.481,0.106
Seq_4599,-0.254,-0.254,-0.162,-0.254,0.14
Seq_4600,-0.017,-0.394,-0.383,-0.403,0.136
Seq_4601,0.051,-0.422,-0.251,-0.416,0.098
Seq_4602,0.438,-0.484,-0.27,-0.505,0.202
Seq_4603,-0.259,-0.698,-0.279,-0.426,0.314
Seq_4604,0.25,-0.264,-0.299,-0.278,0.078
Seq_4605,0.069,-0.313,-0.189,-0.524,0.085
Seq_4606,-0.091,-0.722,-0.264,-0.182,0.201
Seq_4607,0.106,-0.562,-0.071,-0.387,0.133
Seq_4608,0.36,-0.67,-0.395,-0.37,0.237
Seq_4609,-0.125,-0.689,-0.333,-0.525,0.19
Seq_4610,0.119,-0.837,-0.369,-0.556,0.227
Seq_4611,-0.764,-0.774,-0.261,-0.313,0.144
Seq_4612,0.148,-0.361,-0.199,-0.18,0.134
Seq_4613,0.29,-0.922,0.055,-0.893,0.122
Seq_4614,0.486,-0.501,-0.565,-0.511,0.309
Seq_4615,0.163,-0.768,-0.677,-0.593,0.184
Seq_4616,0.098,0.065,-0.297,-0.461,-0.11
Seq_4617,0.096,-0.493,-0.191,-0.355,0.224
Seq_4618,0.667,-1.145,0.142,-0.421,0.193
Seq_4619,-0.024,-0.427,-0.37,-0.366,0.167
Seq_4620,0.16,-0.654,-0.568,-0.42,0.2
Seq_4621,-0.045,-0.834,0.319,-0.323,0.123
Seq_4622,0.378,-0.605,-0.263,-0.367,0.106
Seq_4623,0.004,-0.753,-0.22,-0.518,0.17
Seq_4624,0.163,-0.533,-0.339,-0.595,0.104
Seq_4625,0.11,-0.163,-0.121,-0.271,0.041
Seq_4626,0.129,-0.527,-0.488,-0.528,-0.07
Seq_4627,0.107,-0.432,-0.038,-0.406,0.005
Seq_4628,0.062,-0.46,-0.359,-0.539,0.085
Seq_4629,0.153,-0.485,-0.228,-0.554,0.196
Seq_4630,0.182,-0.144,-0.181,-0.472,-0.001
Seq_4631,0.261,-0.317,-0.185,-0.265,0.212
Seq_4632,0.16,-0.325,-0.17,-0.404,0.083
Seq_4633,0.363,-0.441,-0.334,-0.347,0.128
Seq_4634,0.081,-0.491,-0.033,-0.459,0.113
Seq_4635,-0.266,-0.563,-0.185,-0.541,0.017
Seq_4636,-0.57,-0.794,-0.379,-0.41,0.202
Seq_4637,0.198,-1.011,-0.327,-0.51,0.101
Seq_4638,0.153,-0.514,-0.258,-0.451,0.016
Seq_4639,0.381,-0.378,-0.312,-0.458,0.171
Seq_4640,0.118,-0.743,-0.256,-0.448,0.137
Seq_4641,0.225,-0.868,-0.051,-0.459,0.345
Seq_4642,0.358,-0.422,-0.356,-0.769,-0.059
Seq_4643,0.129,-0.206,-0.276,-0.477,0.003
Seq_4644,-0.056,-0.591,-0.516,-0.419,0.243
Seq_4645,0.133,-0.735,0.112,-0.488,-0.094
Seq_4646,-0.046,-0.588,-0.388,-0.533,0.13
Seq_4647,-0.01,-0.452,-0.482,-0.353,0.145
Seq_4648,-0.219,-0.662,-0.162,-0.297,0.306
Seq_4649,-0.158,-0.342,-0.323,-0.379,0.047
Seq_4650,0.275,-0.278,-0.208,-0.451,-0.007
Seq_4651,0.202,-0.698,-0.324,-0.431,0.076
Seq_4652,0.234,-0.438,-0.179,-0.368,0.092
Seq_4653,0.324,-0.241,-0.094,-0.388,0.036
Seq_4654,0.258,-0.594,-0.342,-0.549,0.211
Seq_4655,-0.651,-0.829,-0.404,-0.543,0.159
Seq_4656,0.066,-0.527,-0.486,-0.44,0.065
Seq_4657,0.654,0.098,-0.431,-0.344,0.037
Seq_4658,0.295,-0.475,-0.215,-0.542,0.032
Seq_4659,0.27,-0.26,-0.158,-0.224,0.0
Seq_4660,0.222,0.102,-0.473,-0.195,0.015
Seq_4661,0.121,-0.6,-0.213,-0.226,0.276
Seq_4662,0.424,-0.463,0.12,-0.474,0.316
Seq_4663,-0.013,-0.332,-0.084,-0.222,0.026
Seq_4664,-0.409,-0.871,-0.241,-0.365,0.25
Seq_4665,0.584,-0.445,0.297,-0.235,-0.238
Seq_4666,-0.223,-0.803,-0.128,-0.655,0.192
Seq_4667,0.24,-0.393,-0.273,-0.454,0.024
Seq_4668,0.068,-0.392,-0.335,-0.382,0.083
Seq_4669,-0.093,-0.19,-0.336,-0.173,0.213
Seq_4670,-0.265,-0.544,-0.551,-0.611,0.185
Seq_4671,-0.022,-0.172,-0.304,-0.461,0.11
Seq_4672,0.064,-0.727,-0.344,-0.589,0.154
Seq_4673,0.084,-0.433,-0.216,-0.446,0.084
Seq_4674,-0.18,-0.414,-0.243,-0.459,0.095
Seq_4675,-0.12,-0.766,-0.26,-0.345,0.279
Seq_4676,0.183,-0.353,-0.256,-0.38,0.211
Seq_4677,0.468,-0.224,-0.802,-0.632,0.127
Seq_4678,0.102,-0.671,-0.592,-0.392,0.33
Seq_4679,0.118,-0.6,-0.172,-0.258,0.27
Seq_4680,0.102,-0.146,-0.207,-0.206,0.045
Seq_4681,0.083,-0.388,-0.133,-0.506,-0.076
Seq_4682,0.176,-0.004,-0.167,-0.218,0.023
Seq_4683,-0.245,-0.58,-0.36,-0.392,0.143
Seq_4684,0.002,-0.897,-0.451,-0.429,0.305
Seq_4685,0.036,-0.38,-0.335,-0.466,0.189
Seq_4686,0.337,-0.334,-0.448,-0.481,0.148
Seq_4687,-0.66,-1.176,-0.239,-0.362,0.058
Seq_4688,0.05,-0.679,-0.088,-0.661,0.203
Seq_4689,0.028,-0.498,-0.175,-0.399,0.048
Seq_4690,0.185,-0.757,-0.507,-0.477,0.097
Seq_4691,0.233,-0.509,-0.526,-0.606,0.205
Seq_4692,0.125,-0.411,-0.24,-0.365,0.195
Seq_4693,0.161,-0.267,-0.293,-0.435,0.073
Seq_4694,0.146,-0.44,-0.162,-0.35,0.003
Seq_4695,0.555,-0.419,-0.148,-0.598,0.11
Seq_4696,0.049,-0.41,-0.166,-0.213,0.069
Seq_4697,0.209,-0.373,-0.153,-0.302,0.091
Seq_4698,0.17,-0.112,-0.236,-0.567,0.061
Seq_4699,0.074,-0.754,-0.337,-0.465,0.161
Seq_4700,0.138,-0.455,-0.238,-0.558,0.105
Seq_4701,0.257,-0.524,-0.108,-0.291,0.102
Seq_4702,-0.14,-0.751,-0.149,-0.34,0.292
Seq_4703,0.149,-0.679,-0.371,-0.544,0.24
Seq_4704,0.498,-0.224,-0.657,-0.317,0.156
Seq_4705,0.08,-0.442,-0.233,-0.271,0.083
Seq_4706,0.027,-0.288,-0.28,-0.275,0.206
Seq_4707,0.215,-0.784,-0.181,-0.72,0.122
Seq_4708,-0.1,-0.48,-0.134,-0.386,0.06
Seq_4709,0.461,-0.424,0.151,-0.205,0.04
Seq_4710,-0.096,-0.529,-0.241,-0.256,0.261
Seq_4711,0.277,-0.378,-0.343,-0.409,0.197
Seq_4712,0.135,-0.643,-0.666,-0.644,0.125
Seq_4713,-0.325,-0.778,-0.355,-0.454,0.346
Seq_4714,-0.085,-0.506,-0.291,-0.429,0.191
Seq_4715,0.053,-0.411,-0.322,-0.44,0.182
Seq_4716,-0.056,-0.642,-0.17,-0.379,0.251
Seq_4717,0.147,-0.216,-0.28,-0.537,0.007
Seq_4718,0.37,-0.408,-0.275,-0.371,0.092
Seq_4719,0.631,-0.528,0.477,-0.454,-0.241
Seq_4720,0.043,-0.626,-0.236,-0.513,0.129
Seq_4721,0.084,-0.382,-0.26,-0.411,0.1
Seq_4722,0.035,-0.535,-0.309,-0.434,0.103
Seq_4723,0.336,-0.407,-0.01,-0.3,-0.017
Seq_4724,0.313,-0.193,-0.358,-0.502,0.132
Seq_4725,0.142,-0.612,-0.418,-0.484,0.184
Seq_4726,0.375,-0.876,-0.256,-0.512,0.235
Seq_4727,0.006,-0.618,-0.331,-0.361,0.122
Seq_4728,0.257,-0.811,-0.241,-0.41,0.186
Seq_4729,0.036,-0.428,-0.379,-0.417,0.101
Seq_4730,0.32,-0.472,-0.286,-0.292,0.142
Seq_4731,0.186,-0.395,-0.077,-0.392,0.002
Seq_4732,0.198,-0.746,-0.226,-0.424,0.312
Seq_4733,-0.081,-0.311,-0.38,-0.314,0.235
Seq_4734,0.116,-0.193,-0.44,-0.347,0.121
Seq_4735,0.26,-0.91,-0.22,-0.572,0.136
Seq_4736,-0.025,-0.39,-0.317,-0.463,0.106
Seq_4737,0.177,-0.626,-0.32,-0.381,0.107
Seq_4738,0.069,-0.661,-0.417,-0.451,-0.002
Seq_4739,-0.008,-0.876,-0.256,-0.563,0.134
Seq_4740,0.028,-0.669,-0.161,-0.358,0.067
Seq_4741,0.259,-0.219,-0.181,-0.211,0.075
Seq_4742,-0.158,-0.596,-0.179,-0.525,0.117
Seq_4743,0.043,-0.576,-0.194,-0.559,0.032
Seq_4744,0.134,-0.804,-0.197,-0.41,0.175
Seq_4745,0.189,-0.417,-0.223,-0.46,0.138
Seq_4746,0.59,-0.796,-0.641,-0.1,-0.052
Seq_4747,-0.033,-0.384,-0.181,-0.253,0.165
Seq_4748,-0.017,-0.504,-0.229,-0.446,0.067
Seq_4749,-0.175,-0.243,-0.266,-0.418,0.053
Seq_4750,0.284,-0.527,-0.27,-0.357,0.155
Seq_4751,0.084,-0.728,-0.278,-0.469,0.159
Seq_4752,-0.172,-0.504,-0.221,-0.43,0.13
Seq_4753,-0.011,-0.598,-0.161,-0.505,0.056
Seq_4754,0.264,-0.558,-0.281,-0.49,0.084
Seq_4755,0.371,-0.454,-0.278,-0.354,0.135
Seq_4756,0.477,0.068,-0.865,-0.208,0.151
Seq_4757,0.09,-0.217,-0.095,-0.295,0.076
Seq_4758,0.364,-0.452,-0.417,-0.404,0.196
Seq_4759,0.242,-0.575,-0.272,-0.535,0.09
Seq_4760,0.229,-0.601,-0.242,-0.424,0.113
Seq_4761,0.373,-0.763,-0.107,-0.43,0.039
Seq_4762,-0.04,-0.307,-0.393,-0.504,0.081
Seq_4763,-0.059,-0.625,-0.066,-0.446,0.044
Seq_4764,0.178,-0.726,-0.321,-0.651,0.15
Seq_4765,0.471,-0.301,-0.411,-0.222,-0.155
Seq_4766,0.05,-0.923,-0.382,-0.428,0.282
Seq_4767,-0.147,-0.286,-0.137,-0.315,0.123
Seq_4768,0.361,-0.269,-0.114,-0.401,-0.03
Seq_4769,0.164,-0.723,-0.269,-0.458,0.133
Seq_4770,0.402,-0.315,-0.197,-0.622,0.027
Seq_4771,0.136,-0.138,-0.25,-0.227,0.283
Seq_4772,0.152,-0.358,-0.206,-0.399,-0.04
Seq_4773,-0.44,-0.644,-0.183,-0.249,0.087
Seq_4774,0.254,-0.607,-0.08,-0.581,0.201
Seq_4775,-0.008,-0.567,-0.516,-0.478,0.075
Seq_4776,-0.209,-1.025,-0.32,-0.497,0.269
Seq_4777,0.168,-0.417,-0.191,-0.351,0.024
Seq_4778,0.459,-0.589,0.137,-0.401,0.231
Seq_4779,0.09,-0.605,-0.389,-0.462,0.055
Seq_4780,0.495,-0.228,-0.37,-0.543,0.192
Seq_4781,0.498,-0.42,0.067,-0.571,0.034
Seq_4782,-0.018,-0.662,-0.317,-0.51,0.131
Seq_4783,0.082,-0.407,-0.337,-0.347,0.22
Seq_4784,-0.236,-0.669,-0.25,-0.484,0.162
Seq_4785,0.221,-0.902,-0.461,-0.58,0.191
Seq_4786,0.23,-0.554,-0.233,-0.403,0.291
Seq_4787,-0.086,-0.673,-0.272,-0.259,0.226
Seq_4788,0.414,-0.647,-0.215,-0.623,0.11
Seq_4789,0.157,-0.474,-0.338,-0.492,0.145
Seq_4790,0.254,-0.457,-0.612,-0.494,0.195
Seq_4791,-0.059,-0.484,-0.369,-0.515,0.244
Seq_4792,0.125,-0.598,-0.193,-0.419,0.156
Seq_4793,-0.104,-0.517,-0.344,-0.505,0.184
Seq_4794,0.047,-0.751,-0.287,-0.501,0.148
Seq_4795,0.039,-0.389,-0.107,-0.271,0.202
Seq_4796,0.088,-0.572,-0.021,-0.154,0.24
Seq_4797,-0.16,-0.59,-0.127,-0.499,0.138
Seq_4798,0.06,-0.5,-0.276,-0.42,0.252
Seq_4799,-0.118,-0.321,-0.352,-0.155,0.272
Seq_4800,0.033,-0.266,-0.374,-0.44,0.038
Seq_4801,0.379,-0.486,-0.185,-0.525,0.089
Seq_4802,-0.157,-0.371,-0.273,-0.312,0.103
Seq_4803,-0.183,-0.203,-0.239,-0.272,0.076
Seq_4804,-0.028,-0.602,-0.393,-0.375,0.325
Seq_4805,0.538,-0.525,-0.046,-0.76,-0.068
Seq_4806,0.262,-0.638,-0.153,-0.265,0.206
Seq_4807,0.148,-0.225,-0.238,-0.132,0.188
Seq_4808,0.339,-0.331,-0.157,-0.31,-0.006
Seq_4809,-0.991,-1.226,-0.6,-0.541,0.308
Seq_4810,0.133,-0.914,-0.342,-0.4,0.284
Seq_4811,0.31,-0.228,-0.725,-0.123,0.071
Seq_4812,0.103,-0.523,-0.394,-0.45,0.074
Seq_4813,0.359,-0.563,-0.051,-0.456,-0.055
Seq_4814,0.288,-0.205,-0.412,-0.171,0.042
Seq_4815,0.157,-0.727,-0.23,-0.442,0.244
Seq_4816,-0.112,-0.726,-0.086,-0.352,0.191
Seq_4817,-0.118,-0.204,-0.398,-0.309,-0.025
Seq_4818,-0.05,-0.554,0.002,-0.335,0.132
Seq_4819,0.088,-0.595,-0.304,-0.527,0.074
Seq_4820,0.238,-0.2,-0.154,-0.421,-0.043
Seq_4821,0.29,-0.489,-0.226,-0.327,0.158
Seq_4822,0.187,-0.568,-0.212,-0.348,0.183
Seq_4823,0.093,-0.229,-0.23,-0.296,0.028
Seq_4824,0.309,-0.365,-0.313,-0.319,0.279
Seq_4825,0.009,-0.678,-0.157,-0.376,0.12
Seq_4826,0.032,-0.611,-0.33,-0.402,0.196
Seq_4827,0.113,-1.029,-0.232,-0.503,0.208
Seq_4828,0.37,-0.177,-0.075,-0.528,0.035
Seq_4829,0.716,-0.07,-0.465,-0.407,0.074
Seq_4830,0.126,-0.274,-0.218,-0.438,-0.046
Seq_4831,0.431,-0.406,0.039,-0.131,0.181
Seq_4832,0.105,-1.063,-0.297,-0.415,0.248
Seq_4833,0.176,-0.915,-0.094,-0.502,0.128
Seq_4834,0.235,-0.418,-0.179,-0.36,0.12
Seq_4835,-0.082,-0.371,-0.161,-0.333,0.126
Seq_4836,0.126,-0.632,-0.448,-0.373,0.274
Seq_4837,0.026,-0.666,-0.431,-0.515,0.104
Seq_4838,-0.037,-0.692,-0.348,-0.499,0.116
Seq_4839,0.148,-0.446,-0.309,-0.349,0.332
Seq_4840,0.165,-0.458,-0.405,-0.457,0.19
Seq_4841,0.061,-0.445,-0.272,-0.403,0.177
Seq_4842,-0.04,-0.329,-0.231,-0.464,0.039
Seq_4843,0.066,-0.76,-0.319,-0.46,0.19
Seq_4844,0.033,-0.659,-0.259,-0.163,0.262
Seq_4845,-0.304,-0.341,-0.371,-0.184,0.108
Seq_4846,0.097,-0.741,-0.309,-0.426,0.173
Seq_4847,0.126,-0.689,-0.262,-0.347,0.247
Seq_4848,0.716,-0.757,-0.329,-0.257,0.206
Seq_4849,0.424,-0.262,-0.194,-0.326,-0.033
Seq_4850,-0.018,-0.255,-0.179,-0.411,-0.016
Seq_4851,0.259,-0.483,-0.297,-0.535,0.14
Seq_4852,0.265,-0.689,-0.258,-0.487,0.133
Seq_4853,0.051,-0.948,-0.222,-0.43,0.055
Seq_4854,-0.02,-0.722,-0.189,-0.403,0.153
Seq_4855,0.168,-0.418,-0.279,-0.512,0.053
Seq_4856,0.237,-0.394,-0.463,-0.426,0.177
Seq_4857,0.12,-0.667,-0.294,-0.389,0.245
Seq_4858,0.231,-0.348,-0.224,-0.399,0.277
Seq_4859,0.313,-0.311,-0.137,-0.33,0.209
Seq_4860,0.007,-0.807,-0.29,-0.426,0.204
Seq_4861,0.398,-0.512,-0.309,-0.381,0.15
Seq_4862,0.379,-0.422,-0.32,-0.571,0.058
Seq_4863,-0.073,-0.688,-0.211,-0.456,0.218
Seq_4864,-0.418,-0.577,-0.311,-0.459,0.181
Seq_4865,0.161,-0.371,-0.226,-0.291,0.102
Seq_4866,0.035,-0.43,-0.265,-0.414,0.13
Seq_4867,0.162,-0.458,-0.398,-0.388,0.198
Seq_4868,0.253,-1.03,-0.234,-0.3,0.264
Seq_4869,-0.016,-0.423,-0.263,-0.404,0.066
Seq_4870,0.245,-0.439,-0.136,-0.506,0.014
Seq_4871,0.146,-0.767,-0.333,-0.402,0.285
Seq_4872,0.355,-0.639,0.069,-0.272,0.286
Seq_4873,0.106,-0.3,-0.105,-0.287,0.166
Seq_4874,0.18,-0.337,0.033,-0.53,0.098
Seq_4875,0.054,-0.738,-0.216,-0.399,0.153
Seq_4876,0.271,-0.543,-0.008,-0.595,0.135
Seq_4877,-0.046,-0.544,-0.14,-0.451,0.22
Seq_4878,0.63,-0.447,-0.313,-0.577,0.191
Seq_4879,0.133,-0.446,-0.128,-0.364,0.115
Seq_4880,0.413,-0.878,-0.226,-0.409,0.161
Seq_4881,-0.009,-0.319,-0.225,-0.406,0.146
Seq_4882,0.141,-0.831,-0.21,-0.47,0.159
Seq_4883,0.435,-0.546,0.296,-0.365,-0.032
Seq_4884,0.104,-0.282,-0.196,-0.461,-0.048
Seq_4885,0.002,-0.464,-0.525,-0.25,0.212
Seq_4886,0.052,-0.633,-0.182,-0.352,0.009
Seq_4887,0.224,-0.383,-0.227,-0.338,0.162
Seq_4888,0.17,-0.276,-0.178,-0.467,0.042
Seq_4889,0.018,-0.577,-0.287,-0.256,0.14
Seq_4890,0.058,-0.392,-0.347,-0.424,0.058
Seq_4891,-0.064,-0.553,-0.243,-0.392,0.142
Seq_4892,-0.014,-0.648,-0.215,-0.389,0.074
Seq_4893,0.556,-0.346,-0.729,-0.349,0.06
Seq_4894,0.244,-0.5,0.141,0.085,-0.098
Seq_4895,0.069,-0.221,-0.448,-0.337,0.051
Seq_4896,0.149,-0.449,-0.404,-0.403,0.068
Seq_4897,-0.008,-0.525,-0.346,-0.302,0.038
Seq_4898,-0.016,-0.762,-0.252,-0.45,0.162
Seq_4899,0.078,-0.981,-0.027,-0.654,0.176
Seq_4900,0.148,-0.471,-0.317,-0.42,0.157
Seq_4901,0.146,-0.694,-0.297,-0.409,0.141
Seq_4902,0.127,-0.358,-0.314,-0.452,0.054
Seq_4903,0.529,-0.711,-0.007,-0.89,0.112
Seq_4904,0.144,-0.548,-0.294,-0.496,0.152
Seq_4905,0.072,-0.664,-0.091,-0.55,0.235
Seq_4906,0.058,-0.559,-0.374,-0.342,0.047
Seq_4907,0.009,-0.405,-0.146,-0.323,0.199
Seq_4908,0.42,-0.407,-0.361,-0.573,0.301
Seq_4909,-0.032,-0.534,-0.215,-0.505,0.089
Seq_4910,0.11,-0.579,-0.488,-0.486,0.165
