Secondary Structure(Helix),Solvent Accessibilty (Buried),Solvent Accesibilty(Intermediate),[G4.3.22.3],[G7.1.1.50],[G5.2.2.12],[G4.3.10.4],[G2.1.1.169],[G4.3.11.2],[G2.1.1.339],[G2.1.1.211],[G2.1.1.178],[Class]
0.419,0.461,0.188,5,-0.005948,8.30E-04,26.25,0,12.5,0,0,1.265823,nonDRNA
0.383,0.381,0.246,16.25,-0.006971,0.002449,17.5,1.265823,11.25,0,0,0,nonDRNA
0.44,0.433,0.224,8.75,-0.006963,6.92E-04,23.75,0,8.75,0,0,0,nonDRNA
0.418,0.449,0.256,6.25,-0.007163,9.51E-04,22.5,0,5,0,0,0,nonDRNA
0.363,0.48,0.316,7.5,0.005291,6.46E-04,25,0,5,0,0,0,nonDRNA
0.373,0.411,0.298,6.25,-0.006789,0.002518,16.25,0,5,0,0,0,nonDRNA
0.444,0.427,0.21,6.25,9.08E-04,0.001048,20,1.265823,5,0,0,0,nonDRNA
0.376,0.486,0.243,5,-0.006176,2.96E-04,17.5,0,6.25,0,0,1.265823,nonDRNA
0.45,0.42,0.269,8.75,-0.010205,5.99E-04,20,0,5,0,0,0,nonDRNA
0.461,0.517,0.172,5,0.001854,6.75E-04,21.25,0,8.75,0,0,0,nonDRNA
0.342,0.373,0.317,5,0.006326,2.76E-04,18.75,0,12.5,0,0,0,nonDRNA
0.53,0.394,0.161,6.25,0.001188,0.001362,23.75,1.265823,6.25,0,1.265823,0,nonDRNA
0.458,0.458,0.214,6.25,0.003811,8.15E-04,32.5,0,11.25,0,0,0,nonDRNA
0.434,0.465,0.247,5,-0.001087,3.55E-04,35,0,17.5,0,0,0,nonDRNA
0.442,0.446,0.253,7.5,0.003391,5.58E-04,27.5,0,5,0,0,0,nonDRNA
0.401,0.477,0.243,18.75,-0.008272,3.23E-04,22.5,0,5,0,0,0,nonDRNA
0.407,0.418,0.252,6.25,0.005422,0.001969,15,0,5,0,0,2.531646,nonDRNA
0.442,0.484,0.223,11.25,-0.00867,8.55E-04,25,0,5,0,0,0,nonDRNA
0.412,0.487,0.236,5,-0.011524,0.003425,35,0,5,0,0,0,nonDRNA
0.47,0.436,0.245,5,0.002163,0.00213,28.75,0,5,0,0,2.531646,nonDRNA
0.365,0.393,0.305,5,-0.009643,0.001426,15,0,5,0,0,1.265823,nonDRNA
0.457,0.457,0.231,5,0.010529,0.001599,28.75,1.265823,5,0,0,0,nonDRNA
0.482,0.436,0.219,6.25,-0.006431,0.001948,28.75,0,6.25,0,0,0,nonDRNA
0.503,0.452,0.239,6.25,-0.009705,0.001965,28.75,0,6.25,0,0,0,nonDRNA
0.429,0.444,0.287,7.5,-0.011022,0.002581,20,2.531646,6.25,0,0,0,nonDRNA
0.423,0.441,0.284,8.75,-0.004852,0.001049,23.75,0,8.75,0,0,0,nonDRNA
0.32,0.447,0.315,6.25,-1.66E-04,0.001744,25,2.531646,13.75,0,0,0,nonDRNA
0.534,0.493,0.238,5,0.004193,0.002311,17.5,0,22.5,0,0,1.265823,nonDRNA
0.444,0.5,0.263,5,-0.00632,0.003634,17.5,1.265823,13.75,0,0,0,nonDRNA
0.459,0.485,0.228,5,-0.002617,0.001442,25,1.265823,8.75,0,0,0,nonDRNA
0.456,0.44,0.202,5,-9.64E-04,0.001926,18.75,1.265823,7.5,0,0,0,nonDRNA
0.463,0.453,0.256,5,-0.004794,0.001193,22.5,0,8.75,0,0,0,nonDRNA
0.43,0.469,0.242,5,-0.007412,0.001563,22.5,0,6.25,0,0,0,nonDRNA
0.508,0.459,0.211,11.25,0.012236,8.18E-04,32.5,0,11.25,0,0,1.265823,nonDRNA
0.444,0.428,0.215,10,-3.66E-04,0.00229,21.25,1.265823,13.75,0,0,0,nonDRNA
0.443,0.437,0.178,10,-0.00328,0.001449,22.5,0,11.25,0,0,0,nonDRNA
0.358,0.485,0.292,6.25,5.93E-04,0.002336,32.5,2.531646,7.5,0,0,0,nonDRNA
0.331,0.433,0.268,6.25,-0.013493,0.001372,26.25,0,8.75,0,0,0,nonDRNA
0.478,0.47,0.196,7.5,0.003697,0,26.25,0,6.25,0,0,0,nonDRNA
0.41,0.46,0.25,6.25,-0.010272,5.88E-04,11.25,0,7.5,0,1.265823,1.265823,nonDRNA
0.445,0.42,0.26,5,-1.23E-04,6.35E-04,33.75,0,6.25,0,0,0,nonDRNA
0.335,0.438,0.304,5,0.002801,8.79E-04,25,0,17.5,0,0,0,nonDRNA
0.42,0.482,0.233,5,-0.004108,0.002216,23.75,0,13.75,0,0,0,nonDRNA
0.367,0.458,0.257,5,-0.005282,0.001028,20,0,6.25,0,0,1.265823,nonDRNA
0.467,0.456,0.235,6.25,0.002091,0.001579,25,0,6.25,0,0,0,nonDRNA
0.469,0.444,0.225,6.25,0.003071,8.36E-04,23.75,0,12.5,1.265823,0,0,nonDRNA
0.434,0.537,0.21,6.25,0.008303,0.001419,23.75,0,5,0,0,1.265823,nonDRNA
0.403,0.357,0.258,13.75,0.007471,0.00276,26.25,0,5,0,0,3.797468,nonDRNA
0.472,0.427,0.322,6.25,1.80E-05,0.004029,21.25,1.265823,5,0,0,0,nonDRNA
0.459,0.456,0.257,11.25,-0.013453,6.99E-04,27.5,0,5,1.265823,0,0,nonDRNA
0.383,0.41,0.285,8.75,-0.006157,0.00167,32.5,1.265823,5,0,0,1.265823,nonDRNA
0.479,0.479,0.195,8.75,-0.001196,0.001206,22.5,0,5,0,0,1.265823,nonDRNA
0.431,0.462,0.214,5,0.001879,0.001209,40,0,6.25,0,0,1.265823,nonDRNA
0.358,0.487,0.206,5,-0.002332,0.001874,12.5,0,7.5,0,0,0,nonDRNA
0.464,0.482,0.17,5,-0.006565,0.001525,21.25,0,18.75,0,0,0,nonDRNA
0.455,0.518,0.143,5,-5.80E-04,9.17E-04,23.75,0,7.5,0,0,0,nonDRNA
0.398,0.427,0.278,5,-0.005417,6.37E-04,31.25,0,6.25,0,0,0,nonDRNA
0.481,0.453,0.248,5,0.009516,9.10E-04,27.5,0,15,0,0,0,nonDRNA
0.502,0.488,0.229,8.75,9.00E-05,0.001529,17.5,0,5,0,0,0,nonDRNA
0.47,0.423,0.228,3.75,-0.006832,0.001935,16.25,0,7.5,0,0,0,nonDRNA
0.491,0.495,0.208,3.75,0.004317,0.002639,18.75,1.265823,5,0,0,1.265823,nonDRNA
0.409,0.404,0.303,3.75,-0.0018,0.001084,20,0,5,0,0,1.265823,nonDRNA
0.465,0.394,0.288,3.75,-0.003719,8.70E-04,22.5,0,7.5,0,0,1.265823,nonDRNA
0.483,0.473,0.232,3.75,-0.006948,0.001707,18.75,0,23.75,0,0,2.531646,nonDRNA
0.493,0.512,0.189,3.75,0.00215,0.001558,27.5,0,22.5,0,0,1.265823,nonDRNA
0.463,0.473,0.236,3.75,-0.005198,0.001852,20,0,8.75,0,0,1.265823,nonDRNA
0.543,0.426,0.266,3.75,0.006321,0.002256,26.25,0,15,0,0,1.265823,nonDRNA
0.346,0.448,0.298,3.75,0.003543,3.14E-04,36.25,0,18.75,0,0,0,nonDRNA
0.365,0.429,0.31,3.75,-0.010225,0.001982,22.5,0,12.5,0,0,0,nonDRNA
0.376,0.447,0.289,3.75,-8.36E-04,0.002056,17.5,0,7.5,0,0,1.265823,nonDRNA
0.343,0.433,0.3,3.75,0.002167,0.001432,31.25,1.265823,10,0,1.265823,0,nonDRNA
0.363,0.443,0.282,3.75,-0.008336,0.003016,25,0,6.25,0,0,0,nonDRNA
0.343,0.43,0.3,3.75,-0.004326,0.001904,22.5,2.531646,6.25,0,0,0,nonDRNA
0.338,0.429,0.312,3.75,5.54E-04,0.003473,23.75,3.797468,13.75,0,0,0,nonDRNA
0.455,0.446,0.22,3.75,0.00847,0.002168,18.75,1.265823,6.25,0,0,2.531646,nonDRNA
0.445,0.445,0.2,3.75,5.64E-04,0.00259,22.5,1.265823,8.75,0,0,2.531646,nonDRNA
0.459,0.388,0.267,3.75,0.001332,0.001708,22.5,1.265823,6.25,0,0,0,nonDRNA
0.323,0.437,0.31,3.75,-0.007253,8.91E-04,33.75,0,11.25,0,0,0,nonDRNA
0.433,0.425,0.266,3.75,-0.001983,7.91E-04,17.5,0,6.25,0,0,0,nonDRNA
0.379,0.428,0.278,3.75,0.008287,0.002651,25,0,11.25,0,0,0,nonDRNA
0.351,0.366,0.271,3.75,7.04E-04,0.002753,36.25,0,23.75,0,0,1.265823,nonDRNA
0.489,0.422,0.206,3.75,-0.00921,0.002987,21.25,0,13.75,0,0,0,nonDRNA
0.483,0.422,0.206,3.75,9.92E-04,0.00318,26.25,0,11.25,0,0,1.265823,nonDRNA
0.391,0.464,0.225,3.75,-0.001959,0.001331,22.5,1.265823,10,0,0,0,nonDRNA
0.335,0.571,0.198,3.75,0.011101,0.001459,22.5,0,11.25,0,0,0,nonDRNA
0.363,0.363,0.283,3.75,9.50E-05,0.001283,20,0,18.75,0,0,1.265823,nonDRNA
0.397,0.463,0.238,3.75,-0.009223,0.001915,26.25,2.531646,7.5,0,0,0,nonDRNA
0.48,0.401,0.23,3.75,1.41E-04,0.002012,35,0,10,0,0,0,nonDRNA
0.427,0.44,0.246,3.75,-0.007957,9.08E-04,22.5,0,7.5,0,0,0,nonDRNA
0.455,0.437,0.274,3.75,0.003073,0.001863,28.75,0,6.25,0,0,0,nonDRNA
0.351,0.415,0.263,3.75,-0.007123,0.001678,16.25,0,17.5,0,0,0,nonDRNA
0.333,0.366,0.29,3.75,-0.007138,0.001015,18.75,1.265823,11.25,0,0,0,nonDRNA
0.438,0.453,0.24,3.75,-0.009002,0.002633,31.25,0,8.75,0,0,0,nonDRNA
0.43,0.49,0.24,3.75,-0.001909,0.002914,23.75,2.531646,8.75,0,0,0,nonDRNA
0.393,0.455,0.32,3.75,0.005926,0.002252,27.5,0,8.75,0,0,0,nonDRNA
0.53,0.459,0.186,3.75,0.003664,0.002025,13.75,0,8.75,0,0,0,nonDRNA
0.351,0.585,0.246,3.75,-0.003846,0.002522,17.5,0,8.75,0,0,0,nonDRNA
0.445,0.466,0.239,3.75,-0.002269,0.00212,32.5,0,8.75,0,0,0,nonDRNA
0.388,0.436,0.209,3.75,0.001041,0.001435,36.25,1.265823,30,0,0,0,nonDRNA
0.421,0.421,0.257,3.75,0.010371,9.25E-04,17.5,0,8.75,0,0,1.265823,nonDRNA
0.426,0.435,0.208,3.75,-0.00545,0.001449,18.75,0,5,0,0,1.265823,nonDRNA
0.41,0.438,0.237,3.75,0.001393,2.93E-04,33.75,0,5,0,0,0,nonDRNA
0.509,0.478,0.217,3.75,-0.006874,0.002465,15,0,5,0,0,3.797468,nonDRNA
0.328,0.44,0.281,3.75,-0.015366,0.00117,21.25,0,5,0,0,0,nonDRNA
0.428,0.44,0.214,3.75,7.35E-04,0.003218,22.5,1.265823,5,0,0,1.265823,nonDRNA
0.397,0.391,0.243,3.75,-6.14E-04,0.001787,28.75,1.265823,10,0,0,1.265823,nonDRNA
0.429,0.343,0.282,3.75,-0.007517,0.003104,28.75,0,13.75,0,0,1.265823,nonDRNA
0.374,0.496,0.242,3.75,-0.002954,0.00148,23.75,0,8.75,0,0,1.265823,nonDRNA
0.445,0.45,0.254,3.75,-9.88E-04,0.001443,23.75,0,8.75,0,0,1.265823,nonDRNA
0.464,0.406,0.245,3.75,0.003094,9.74E-04,21.25,0,12.5,0,0,1.265823,nonDRNA
0.396,0.452,0.26,3.75,0.005914,0.001472,27.5,0,8.75,0,0,2.531646,nonDRNA
0.458,0.464,0.247,3.75,0.001205,0.001395,26.25,0,18.75,1.265823,0,1.265823,nonDRNA
0.431,0.426,0.24,3.75,-0.011227,0.001667,30,0,6.25,1.265823,0,1.265823,nonDRNA
0.505,0.499,0.205,3.75,0.002464,0.002428,31.25,0,5,0,0,0,nonDRNA
0.399,0.413,0.259,3.75,0.005874,0.001214,21.25,1.265823,5,0,0,0,nonDRNA
0.407,0.511,0.189,3.75,0.005874,0.001214,21.25,1.265823,5,0,0,0,nonDRNA
0.272,0.441,0.299,3.75,0.005487,0.00263,17.5,2.531646,5,0,0,0,nonDRNA
0.438,0.393,0.242,3.75,-0.011908,0.002396,25,0,5,0,0,1.265823,nonDRNA
0.287,0.404,0.3,3.75,0.001734,0.001729,22.5,1.265823,5,0,0,0,nonDRNA
0.355,0.376,0.267,3.75,0.011127,0.001748,17.5,1.265823,5,0,0,0,nonDRNA
0.502,0.456,0.23,3.75,0.005841,0.001478,33.75,1.265823,5,0,0,0,nonDRNA
0.41,0.36,0.242,3.75,0.001996,2.92E-04,21.25,0,5,0,0,0,nonDRNA
0.303,0.443,0.265,5,-0.009238,9.67E-04,26.25,0,10,0,0,0,nonDRNA
0.466,0.575,0.146,12.5,0.008428,3.04E-04,31.25,0,7.5,0,0,1.265823,nonDRNA
0.44,0.467,0.251,5,-0.004022,0.001005,33.75,0,5,0,0,0,nonDRNA
0.441,0.467,0.251,5,0.005969,2.85E-04,27.5,0,5,0,0,0,nonDRNA
0.379,0.414,0.28,5,0.001598,0.002328,26.25,2.531646,5,0,0,1.265823,nonDRNA
0.418,0.426,0.26,5,-0.002137,0.0011,28.75,0,5,0,0,0,nonDRNA
0.41,0.434,0.251,5,-0.00581,0.001106,32.5,0,5,0,0,1.265823,nonDRNA
0.437,0.4,0.245,7.5,-0.003272,0,15,0,8.75,0,0,0,nonDRNA
0.47,0.363,0.251,6.25,0.007108,0.002255,27.5,0,7.5,0,0,1.265823,nonDRNA
0.395,0.476,0.236,6.25,0.005519,5.73E-04,20,0,7.5,0,0,0,nonDRNA
0.342,0.382,0.314,6.25,0.004215,5.71E-04,17.5,0,7.5,0,0,0,nonDRNA
0.384,0.428,0.25,5,-0.008586,0.001682,23.75,0,7.5,0,0,0,nonDRNA
0.356,0.447,0.249,11.25,-0.004317,0.001958,18.75,0,18.75,0,0,0,nonDRNA
0.471,0.478,0.2,6.25,1.54E-04,0.001183,38.75,1.265823,7.5,0,0,1.265823,nonDRNA
0.445,0.488,0.199,11.25,0.00901,0.00156,22.5,0,7.5,0,0,0,nonDRNA
0.482,0.497,0.205,8.75,-0.002454,9.23E-04,30,0,6.25,0,0,0,nonDRNA
0.401,0.408,0.267,5,0.007047,6.24E-04,36.25,0,6.25,0,0,0,nonDRNA
0.43,0.415,0.267,5,0.001202,6.19E-04,26.25,0,6.25,0,0,0,nonDRNA
0.449,0.477,0.229,5,0.002328,3.11E-04,33.75,0,6.25,0,0,1.265823,nonDRNA
0.463,0.405,0.264,6.25,0.002184,0.001498,26.25,0,6.25,0,0,1.265823,nonDRNA
0.36,0.403,0.275,6.25,0.001512,0.002948,26.25,2.531646,8.75,0,0,0,nonDRNA
0.441,0.407,0.261,6.25,-0.006358,0.001382,23.75,0,8.75,0,0,0,nonDRNA
0.397,0.426,0.257,6.25,-0.007891,0.001318,16.25,1.265823,5,0,0,0,nonDRNA
0.445,0.411,0.265,8.75,9.75E-04,0.001298,32.5,0,5,0,0,1.265823,nonDRNA
0.547,0.499,0.202,7.5,0.00165,0.001705,25,0,5,0,0,0,nonDRNA
0.515,0.48,0.191,10,-0.003718,0.001877,27.5,0,5,0,0,2.531646,nonDRNA
0.439,0.464,0.266,10,-0.00283,0.001879,27.5,0,5,0,0,2.531646,nonDRNA
0.467,0.443,0.267,6.25,-0.001408,6.32E-04,17.5,0,5,0,0,0,nonDRNA
0.398,0.432,0.242,13.75,0.003655,5.36E-04,21.25,0,5,0,0,0,nonDRNA
0.473,0.515,0.227,7.5,0.00947,5.39E-04,31.25,0,5,0,0,0,nonDRNA
0.515,0.416,0.231,5,0.001776,0.00155,21.25,0,18.75,0,0,0,nonDRNA
0.488,0.498,0.192,5,-0.003447,0.001771,18.75,0,18.75,0,0,0,nonDRNA
0.488,0.498,0.188,7.5,0.005585,0.001227,16.25,1.265823,6.25,0,0,0,nonDRNA
0.372,0.463,0.263,5,0.002456,5.41E-04,20,0,5,0,0,0,nonDRNA
0.471,0.421,0.229,5,-0.003322,0.004677,27.5,3.797468,5,0,0,1.265823,nonDRNA
0.451,0.491,0.234,11.25,-0.002899,6.67E-04,18.75,0,10,0,0,0,nonDRNA
0.461,0.445,0.211,5,-0.005427,0.003433,16.25,3.797468,8.75,0,0,0,nonDRNA
0.407,0.348,0.245,5,-0.005427,0.003433,16.25,3.797468,8.75,0,0,0,nonDRNA
0.532,0.388,0.245,5,-0.004239,0.001282,18.75,0,6.25,0,0,1.265823,nonDRNA
0.466,0.399,0.216,6.25,0.005891,0,27.5,0,8.75,1.265823,0,0,nonDRNA
0.474,0.382,0.225,6.25,0.010095,0.001267,18.75,0,11.25,0,0,1.265823,nonDRNA
0.563,0.486,0.192,7.5,0.003856,0.001023,28.75,1.265823,5,0,0,0,nonDRNA
0.52,0.547,0.218,6.25,-0.003196,0.001278,21.25,0,5,0,0,0,nonDRNA
0.425,0.487,0.24,5,0.005863,0,18.75,0,10,0,0,0,nonDRNA
0.447,0.441,0.257,10,0.00997,0.003173,26.25,2.531646,10,0,0,1.265823,nonDRNA
0.497,0.428,0.213,10,0.00997,0.003173,26.25,2.531646,10,0,0,1.265823,nonDRNA
0.515,0.443,0.18,8.75,-0.005112,5.26E-04,28.75,0,6.25,0,0,0,nonDRNA
0.463,0.475,0.23,8.75,-0.005112,5.26E-04,28.75,0,6.25,0,0,0,nonDRNA
0.452,0.416,0.306,5,4.78E-04,0.001816,23.75,1.265823,7.5,0,0,0,nonDRNA
0.426,0.475,0.243,6.25,-0.003155,0.00215,28.75,0,7.5,0,0,0,nonDRNA
0.447,0.459,0.289,7.5,0.010246,0.001146,27.5,0,8.75,0,0,0,nonDRNA
0.391,0.474,0.278,10,0.005234,0.003227,30,2.531646,6.25,0,0,0,nonDRNA
0.384,0.412,0.297,5,0.004264,0.003435,22.5,2.531646,23.75,0,0,0,nonDRNA
0.453,0.421,0.22,5,0.003679,0.003469,22.5,2.531646,13.75,0,0,0,nonDRNA
0.394,0.433,0.269,5,0.003679,0.003469,22.5,2.531646,13.75,0,0,0,nonDRNA
0.474,0.49,0.236,5,0.003779,0.003128,22.5,2.531646,13.75,0,0,0,nonDRNA
0.468,0.479,0.228,5,0.003779,0.003121,22.5,2.531646,12.5,0,0,0,nonDRNA
0.302,0.404,0.316,5,0.006964,0.002956,25,2.531646,10,0,0,1.265823,nonDRNA
0.5,0.464,0.19,5,0.006964,0.002956,25,2.531646,10,0,0,1.265823,nonDRNA
0.26,0.49,0.307,5,0.006964,0.002956,25,2.531646,10,0,0,1.265823,nonDRNA
0.435,0.435,0.191,17.5,0.003409,6.10E-04,16.25,0,6.25,0,0,1.265823,nonDRNA
0.44,0.455,0.22,8.75,-0.015557,0.002125,30,0,5,0,0,0,nonDRNA
0.363,0.436,0.284,3.75,0.003082,4.67E-04,41.25,0,12.5,0,0,0,nonDRNA
0.513,0.406,0.224,3.75,-0.002424,0.002546,20,1.265823,5,0,0,0,nonDRNA
0.427,0.438,0.269,3.75,-0.007658,0.00169,23.75,0,5,0,0,1.265823,nonDRNA
0.381,0.425,0.256,3.75,-0.006122,0.001456,31.25,0,7.5,0,1.265823,1.265823,nonDRNA
0.359,0.423,0.28,3.75,0.00698,0.001707,10,0,11.25,0,0,0,nonDRNA
0.361,0.451,0.239,3.75,0.003985,0.001023,21.25,1.265823,12.5,1.265823,0,0,nonDRNA
0.43,0.445,0.219,3.75,-0.008417,4.97E-04,18.75,0,10,0,0,0,nonDRNA
0.45,0.508,0.198,3.75,-0.002183,0.002205,18.75,0,25,0,0,3.797468,nonDRNA
0.404,0.384,0.253,10,,0.008674,23.333333,0,43.333333,0,0,3.448276,nonDRNA
0.5,0.472,0.25,3.75,0.003628,9.54E-04,20,0,13.75,0,0,1.265823,nonDRNA
0.453,0.477,0.23,3.75,0.005965,2.89E-04,17.5,0,11.25,1.265823,0,0,nonDRNA
0.337,0.441,0.312,3.75,0.0035,9.06E-04,40,0,11.25,0,0,1.265823,nonDRNA
0.405,0.414,0.244,3.75,0.006063,2.83E-04,17.5,0,11.25,1.265823,0,0,nonDRNA
0.411,0.505,0.201,3.75,-1.33E-04,6.19E-04,20,0,11.25,0,0,0,nonDRNA
0.383,0.392,0.246,3.75,0.004324,5.96E-04,20,0,11.25,0,0,1.265823,nonDRNA
0.406,0.465,0.216,3.75,0.006932,0.001124,22.5,0,11.25,0,0,0,nonDRNA
0.384,0.367,0.271,3.75,0.007318,0.001128,22.5,0,11.25,0,0,0,nonDRNA
0.363,0.429,0.277,3.75,0.009252,6.72E-04,23.75,0,11.25,0,0,0,nonDRNA
0.364,0.354,0.284,3.75,0.004008,5.73E-04,17.5,0,12.5,0,0,0,nonDRNA
0.372,0.377,0.259,3.75,0.00401,5.76E-04,17.5,0,12.5,0,0,0,nonDRNA
0.423,0.43,0.201,3.75,1.30E-05,5.76E-04,17.5,0,12.5,0,0,0,nonDRNA
0.431,0.447,0.192,3.75,1.90E-04,5.71E-04,17.5,0,12.5,0,0,0,nonDRNA
0.513,0.353,0.24,3.75,-0.005377,9.95E-04,27.5,0,16.25,1.265823,0,0,nonDRNA
0.457,0.443,0.168,3.75,0.012733,6.73E-04,18.75,0,5,0,0,0,nonDRNA
0.449,0.416,0.271,3.75,0.00604,0.001471,21.25,0,5,0,0,0,nonDRNA
0.385,0.5,0.285,3.75,-5.85E-04,0.001407,23.75,0,10,0,0,0,nonDRNA
0.377,0.391,0.291,3.75,-0.001979,3.07E-04,25,0,7.5,0,0,0,nonDRNA
0.434,0.506,0.228,3.75,-0.001989,0.001327,22.5,0,6.25,0,0,0,nonDRNA
0.404,0.483,0.23,3.75,-0.003,0.001234,23.75,1.265823,5,0,0,0,nonDRNA
0.443,0.453,0.254,5.660377,0.010355,0.00268,24.528302,1.923077,13.207547,1.923077,0,0,nonDRNA
0.462,0.497,0.231,5.660377,0.010275,0.003077,28.301887,1.923077,13.207547,1.923077,0,0,nonDRNA
0.366,0.468,0.316,3.75,-0.001515,0.001103,47.5,0,6.25,0,0,0,nonDRNA
0.459,0.521,0.228,3.75,-7.85E-04,0.001532,27.5,0,15,0,0,2.531646,nonDRNA
0.502,0.492,0.169,3.75,-5.62E-04,8.31E-04,28.75,0,6.25,0,0,0,nonDRNA
0.392,0.439,0.248,3.75,-0.004054,0.001184,17.5,0,10,0,0,0,nonDRNA
0.384,0.343,0.294,3.75,-0.002685,2.23E-04,27.5,0,6.25,0,0,0,nonDRNA
0.314,0.389,0.281,3.75,-0.005856,4.38E-04,22.5,0,6.25,0,0,0,nonDRNA
0.429,0.482,0.26,3.75,0.00736,0.001105,40,0,15,0,0,1.265823,nonDRNA
0.464,0.518,0.194,3.75,-0.007377,6.24E-04,25,0,7.5,0,0,0,nonDRNA
0.436,0.495,0.267,3.75,-0.0078,5.35E-04,28.75,0,6.25,0,0,0,nonDRNA
0.429,0.385,0.238,3.75,-8.61E-04,0.002156,18.75,1.265823,7.5,1.265823,0,0,nonDRNA
0.483,0.359,0.272,3.75,-0.003126,0.002945,26.25,0,8.75,0,0,1.265823,nonDRNA
0.324,0.419,0.281,3.75,0.008016,0.00334,26.25,2.531646,22.5,0,0,1.265823,nonDRNA
0.474,0.499,0.236,3.75,1.39E-04,2.89E-04,22.5,0,10,0,0,0,nonDRNA
0.473,0.495,0.238,3.75,-0.002226,0.001548,27.5,0,5,0,0,0,nonDRNA
0.34,0.385,0.292,3.75,-0.003536,0.001225,28.75,0,5,0,0,0,nonDRNA
0.423,0.441,0.229,3.75,-6.70E-05,0,28.75,0,5,0,0,0,nonDRNA
0.443,0.447,0.24,3.75,0.004517,5.96E-04,18.75,0,5,0,0,0,nonDRNA
0.336,0.435,0.319,3.75,4.98E-04,2.77E-04,27.5,0,5,0,0,0,nonDRNA
0.328,0.397,0.353,3.75,0.010826,0.001405,36.25,1.265823,5,0,0,1.265823,nonDRNA
0.302,0.444,0.253,5,0.007267,9.90E-04,30,0,5,0,0,0,nonDRNA
0.428,0.438,0.208,16.25,0.01213,0.001182,23.75,1.265823,22.5,0,0,0,nonDRNA
0.413,0.378,0.315,8.75,0.004021,3.15E-04,21.25,0,10,0,0,0,nonDRNA
0.263,0.493,0.303,7.5,0.006348,9.75E-04,27.5,0,7.5,0,0,0,nonDRNA
0.257,0.49,0.307,12.5,0.003333,0.001792,21.25,0,7.5,0,0,1.265823,nonDRNA
0.412,0.453,0.184,13.75,0.003341,8.21E-04,22.5,0,6.25,0,0,0,nonDRNA
0.46,0.395,0.274,11.25,0.001589,0.001272,18.75,0,10,0,0,1.265823,nonDRNA
0.442,0.508,0.192,8.75,0.00825,0.0021,18.75,1.265823,8.75,0,0,1.265823,nonDRNA
0.524,0.524,0.214,6.25,-0.010381,0.001179,18.75,0,7.5,0,0,0,nonDRNA
0.454,0.499,0.216,6.25,-0.002843,0.001,21.25,0,15,0,0,0,nonDRNA
0.331,0.4,0.333,6.25,-0.002067,6.25E-04,27.5,0,16.25,0,0,0,nonDRNA
0.427,0.441,0.28,10,0.002608,2.84E-04,28.75,0,6.25,0,0,0,nonDRNA
0.468,0.419,0.266,6.25,-0.016192,0.00172,25,0,7.5,0,0,0,nonDRNA
0.403,0.473,0.245,5,0.001568,0.001191,22.5,1.265823,8.75,0,0,0,nonDRNA
0.4,0.403,0.272,5,-0.009529,0.001311,23.75,0,6.25,0,0,1.265823,nonDRNA
0.473,0.527,0.207,6.25,0.003746,0.001988,17.5,1.265823,6.25,0,0,0,nonDRNA
0.322,0.404,0.263,6.25,0.002733,3.03E-04,23.75,0,6.25,0,0,0,nonDRNA
0.29,0.438,0.301,10,-0.006683,0.002708,16.25,0,16.25,0,0,0,nonDRNA
0.443,0.407,0.225,6.25,-0.004976,0,37.5,0,5,0,0,0,nonDRNA
0.444,0.415,0.203,7.5,-0.006038,5.03E-04,27.5,0,5,0,0,0,nonDRNA
0.357,0.413,0.24,10,-0.001272,0.001567,25,0,5,0,0,1.265823,nonDRNA
0.434,0.462,0.306,5,0.00175,0.002508,27.5,0,8.75,0,0,3.797468,nonDRNA
0.442,0.408,0.25,5,-0.002636,3.70E-04,32.5,0,8.75,0,0,0,nonDRNA
0.475,0.506,0.2,5,0.010047,0.00166,20,1.265823,7.5,0,0,0,nonDRNA
0.361,0.477,0.295,5,-0.016148,2.86E-04,20,0,30,0,0,0,nonDRNA
0.424,0.525,0.196,7.5,0.008093,0.002918,26.25,2.531646,5,0,1.265823,3.797468,nonDRNA
0.524,0.476,0.183,5,0.002135,0.001063,26.25,1.265823,3.75,1.265823,0,1.265823,nonDRNA
0.392,0.419,0.273,6.25,-0.006194,0.001818,20,1.265823,3.75,0,0,0,nonDRNA
0.479,0.394,0.282,5,-0.005094,3.71E-04,23.75,0,3.75,0,0,0,nonDRNA
0.389,0.434,0.254,5,-0.005318,0.002489,23.75,1.265823,3.75,1.265823,0,0,nonDRNA
0.445,0.377,0.35,5,0.006499,0.001931,31.25,0,3.75,1.265823,0,0,nonDRNA
0.444,0.389,0.278,5,-0.009702,0.001231,21.25,1.265823,3.75,0,0,0,nonDRNA
0.504,0.486,0.223,5,-0.00495,0.001598,28.75,0,3.75,0,0,0,nonDRNA
0.441,0.402,0.26,11.25,-2.77E-04,6.22E-04,35,0,3.75,0,0,0,nonDRNA
0.501,0.527,0.244,6.25,0.01016,3.09E-04,21.25,0,3.75,0,0,0,nonDRNA
0.482,0.476,0.276,13.75,-0.011589,0.001215,26.25,0,3.75,0,0,0,nonDRNA
0.333,0.46,0.23,5,0.001545,0.001596,28.75,0,3.75,0,0,0,nonDRNA
0.415,0.463,0.25,5,0.003235,0.002772,16.25,0,3.75,0,0,1.265823,nonDRNA
0.427,0.46,0.198,5,-0.013684,0.00181,22.5,1.265823,3.75,0,0,1.265823,nonDRNA
0.476,0.494,0.226,5,-0.002586,0.001934,20,0,3.75,0,0,1.265823,nonDRNA
